# Datos validacion normalizados y aleatorizados
6.484063745019916780e-01,1.349628055260364001e-01,4.901960784313725283e-01,1.468828258863845992e-01,1.589075108628181243e-01,7.298410829899941443e-02,1.623088307844104683e-01,2.436173294161459724e-01,4.740207256877291275e-01
6.334661354581677672e-01,1.349628055260364001e-01,4.313725490196078649e-01,8.651640964808224310e-02,1.232153941651148304e-01,9.120210768239020438e-02,1.244861042591678957e-01,1.346671080398890996e-01,3.461862012940152833e-01
8.585657370517925102e-01,5.844845908607906870e-02,5.098039215686274161e-01,1.186239620403321468e-02,1.582867783985102486e-02,7.147061296561002010e-03,9.866798223976319671e-03,1.655218548709673221e-01,1.494859815011072013e-01
1.772908366533867131e-01,5.834218916046758352e-01,4.509803921568627527e-01,6.136812969553183394e-02,4.981378026070763798e-02,2.544914375402898207e-02,5.245847722414076486e-02,4.155390960124687449e-01,7.684525012267990896e-01
2.878486055776895425e-01,6.418703506907541545e-01,7.647058823529411242e-01,3.669434559114274214e-02,6.145251396648044456e-02,1.922699627231705052e-02,5.788521624732774484e-02,8.804016496324189311e-02,1.954651733394913715e-01
2.928286852589641609e-01,6.386822529224225331e-01,2.549019607843137081e-01,6.674574930802688877e-02,1.092489137181874570e-01,4.181731550772162936e-02,9.570794277257030358e-02,9.770899711728114889e-02,2.913410666347767686e-01
2.171314741035851037e-01,5.536663124335812203e-01,9.215686274509803377e-01,4.610517991300909502e-02,6.036623215394164993e-02,2.612180834664648565e-02,5.722742969906265131e-02,6.466117708721258461e-02,1.546405994202085799e-01
3.406374501992022186e-01,6.620616365568545714e-01,1.568627450980392135e-01,5.870568076973770727e-02,5.493482309124766982e-02,2.200173771686426277e-02,5.591185660253247813e-02,3.455952331691976576e-01,3.738149533403986036e-01
4.980079681274904302e-01,3.230605738575980657e-01,2.352941176470588203e-01,4.362725715038882207e-02,5.602110490378647140e-02,3.315675887777123909e-02,6.166748889985199794e-02,4.761313637053281311e-02,9.938309532744195318e-02
7.031872509960153117e-01,1.700318809776834028e-01,1.000000000000000000e+00,4.431264004217740776e-02,4.112352576039726704e-02,1.802180554387735126e-02,4.193389245189935860e-02,2.447000731024399356e-01,1.696920837439845620e-01
7.011952191235056864e-01,1.657810839532413982e-01,1.000000000000000000e+00,3.835508105970739101e-02,6.424581005586592342e-02,3.461419882844250090e-02,5.591185660253247813e-02,1.040675301030330735e-01,1.094861464488806196e-01
6.245019920318726214e-01,1.317747077577047232e-01,4.705882352941176405e-01,1.402135231316725961e-01,1.499068901303538259e-01,5.510244121191737454e-02,1.483308666337773418e-01,3.110508820567992050e-01,6.703085760471091392e-01
5.179282868525889594e-01,2.019128586609987008e-01,6.274509803921568540e-01,5.280084354817450587e-02,6.067659838609559125e-02,2.914879901342526392e-02,5.755632297319519808e-02,3.315885298133818826e-01,5.832986255726780866e-01
3.675298804780877115e-01,6.227417640807648702e-01,3.333333333333333148e-01,5.646500593119810341e-02,6.502172563625077673e-02,2.752319291459962361e-02,6.248972208518335791e-02,1.844871105226134622e-01,2.134032436979641234e-01
1.404382470119519555e-01,6.482465462274175083e-01,4.901960784313725283e-01,1.067088440753921202e-01,1.103351955307262516e-01,5.798929342190083797e-02,1.044236145370827235e-01,2.467690100826195332e-01,5.624739691795085372e-01
6.623505976095613867e-01,3.294367693942614195e-01,1.372549019607843257e-01,7.067352049558454918e-02,6.440099317194289408e-02,3.225987275428122969e-02,6.544976155237625104e-02,3.698293816637011622e-01,1.946404344724351754e-01
2.221115537848597221e-01,5.249734325185967387e-01,6.862745098039215730e-01,2.314485303809147090e-02,2.731222842954686425e-02,2.219793155637770146e-02,3.075152113139286228e-02,2.289278768568709377e-01,2.977327928544624691e-01
2.181274900398405825e-01,5.515409139213598433e-01,9.411764705882352811e-01,4.473441412943192363e-02,6.315952824332712878e-02,2.144118388968300690e-02,6.314750863344845144e-02,1.607012317071488394e-01,3.228873282996770899e-01
4.760956175298809434e-01,4.760892667375135057e-01,2.941176470588235392e-01,1.106366152629497807e-01,1.230602110490378598e-01,5.989517643431710447e-02,1.185660253247821094e-01,1.953145473855532888e-01,1.995888676747724633e-01
5.936254980079679333e-01,1.402763018065887046e-01,6.470588235294117974e-01,6.218531698958745108e-02,6.843575418994413129e-02,2.556125451946523325e-02,7.169873376089458406e-02,3.577261003296506314e-01,7.781431829147096302e-01
