# Datos entrenamiento normalizados y aleatorizados
1.982071713147406933e-01,5.366631243358132020e-01,3.725490196078431460e-01,6.948728087518123153e-02,1.323711980136561273e-01,3.780935564337565419e-02,1.179082387765170159e-01,2.077626515496338033e-01,6.919579713073348293e-01
2.191235059760946596e-02,8.512221041445265923e-01,7.254901960784313486e-01,1.428759720574667227e-02,1.365611421477343213e-02,6.642562852097872589e-03,1.480019733596447951e-02,1.896594529730624423e-01,1.645374658248831834e-01
7.270916334661357006e-01,1.594048884165765248e-02,2.549019607843137081e-01,4.447080532489785382e-02,8.597144630664184384e-02,3.688444182852658459e-02,8.649893109685906356e-02,1.834526420325236773e-01,2.655679770392699313e-01
2.808764940239039110e-01,6.418703506907541545e-01,6.666666666666666297e-01,3.463819691577698506e-02,4.965859714463066732e-02,2.043218700075674632e-02,5.508962341720111816e-02,1.118191473221059190e-01,1.323726500096906733e-01
3.725099601593623300e-01,4.771519659936238056e-01,6.470588235294117974e-01,4.847765915381573726e-02,5.477963997517069916e-02,2.847613442080775686e-02,5.837855615852655805e-02,8.856429566488738248e-02,1.082490381482962977e-01
6.025896414342631902e-01,1.594048884165780444e-01,4.509803921568627527e-01,5.509424014762093202e-02,9.062693978895096369e-02,4.916057064379607267e-02,8.830784410458805689e-02,8.351608943324920209e-02,3.298976086696549515e-01
7.171314741035851315e-01,2.550478214665269708e-02,4.705882352941176405e-01,4.151838671411624965e-02,4.112352576039726704e-02,1.704083634631015434e-02,4.653839828975497167e-02,3.275885849850346809e-01,3.919592084156354184e-01
3.177290836653386963e-01,9.819341126461209601e-01,8.039215686274510109e-01,7.686832740213522808e-02,8.923029174425822774e-02,3.304464811233498445e-02,7.219207367209340420e-02,1.133432642308382088e-01,5.979562970874346961e-02
5.846613545816727875e-01,1.604675876726883443e-01,9.215686274509803377e-01,9.545274812178726476e-02,8.178150217256362209e-02,3.584741724824126036e-02,8.469001808913008411e-02,6.222121074192079604e-01,1.000000000000000000e+00
2.978087649402387793e-01,5.834218916046758352e-01,1.176470588235294101e-01,9.118228548833530456e-02,1.331471135940409667e-01,4.246195240898006928e-02,1.216905114290412759e-01,2.116177707893684423e-01,1.313417264258704142e-01
6.922310756972105406e-01,1.296493092454833462e-01,1.372549019607843257e-01,5.145643864505074216e-02,5.105524518932340328e-02,2.718686061829087008e-02,5.262292386120703824e-02,2.750031034054702395e-01,4.826804837918194369e-01
2.290836653386453259e-01,4.707757704569604518e-01,2.941176470588235392e-01,8.859891920390140785e-02,9.466170080695220090e-02,4.484430617450040762e-02,9.126788357178096389e-02,2.589136701562737009e-01,5.754636063356439735e-01
6.025896414342631902e-01,1.296493092454833462e-01,3.333333333333333148e-01,2.545670225385527896e-01,2.661390440720049488e-01,1.214439866588189199e-01,2.751192238118730371e-01,3.638915325305857595e-01,5.680409565321380416e-01
2.639442231075690981e-01,5.738575982996808600e-01,6.862745098039215730e-01,4.502438381441940113e-02,4.950341402855369666e-02,2.404775918607584412e-02,4.916954448281532497e-02,1.643356643356643498e-01,2.393825180102349959e-01
7.041832669322708460e-01,1.647183846971310983e-01,8.431372549019607865e-01,9.858969289574271225e-03,1.334574798261949080e-02,7.567476666946943917e-03,1.743134352902483281e-02,1.235707093695259523e-01,1.562900771543209999e-01
7.998007968127497369e-01,1.657810839532413982e-01,1.764705882352941291e-01,1.121391854487939904e-01,1.334574798261949080e-01,3.923876790268785580e-02,1.126459463903963232e-01,1.490944952483414243e-01,1.360839749114436670e-01
6.055776892430282388e-01,1.615302869287994214e-01,6.274509803921568540e-01,3.727428496111770406e-02,1.063004345127250144e-01,5.633565963171613400e-02,1.008057885216247368e-01,1.021985903642708415e-01,3.985571193520851541e-01
6.314741035856568097e-01,1.296493092454833462e-01,4.901960784313725283e-01,5.638592328983788038e-02,9.248913718187461164e-02,5.703635191569270124e-02,9.603683604670285034e-02,1.240120825919642372e-01,3.354645960222844558e-01
2.340637450199199443e-01,4.824654622741761378e-01,3.137254901960784270e-01,1.094503756425464630e-01,1.145251396648044734e-01,6.014742565654866702e-02,1.137970728498602230e-01,3.511675701024813412e-01,7.389680867295392863e-01
2.928286852589641609e-01,6.397449521785335547e-01,3.137254901960784270e-01,1.904837221563200345e-01,2.122905027932960875e-01,6.872389921242187671e-02,2.243052129583950061e-01,3.198990358753672214e-01,3.391759209240374218e-01
7.191235059760960890e-01,6.376195536663137320e-02,2.156862745098039325e-01,5.947014630288651599e-02,7.060831781502172055e-02,3.206367891476778753e-02,7.104094721262950440e-02,2.447966234948483477e-01,2.863926334324394807e-01
1.503984063745011923e-01,5.876726886291178120e-01,5.882352941176470784e-01,4.892579412152366081e-02,5.679702048417132471e-02,1.956332856862580058e-02,4.867620457161651176e-02,2.294451111019158440e-01,5.272163826128551944e-01
7.081673306772913179e-01,2.019128586609964318e-02,7.058823529411765163e-01,5.952286806379333134e-02,5.477963997517069916e-02,2.259031923540457884e-02,5.755632297319519808e-02,3.731948524847932824e-01,7.696896095273834115e-01
1.812749003984058249e-01,5.812964930924544582e-01,2.941176470588235392e-01,3.935679451693686881e-02,4.515828677839851119e-02,1.314498724740043208e-02,4.653839828975497167e-02,2.029834071254189576e-01,1.082490381482962977e-01
3.037848605577688765e-01,6.418703506907541545e-01,2.941176470588235392e-01,4.046395149597996344e-02,5.633147113594041272e-02,3.144706970486840780e-02,6.150304226278572456e-02,1.480807161280534023e-01,1.560838924375569647e-01
3.137450199203181134e-01,6.099893730074388287e-01,3.725490196078431460e-01,4.560432318439435612e-02,4.748603351955307111e-02,2.791558059362650446e-02,4.999177766814668494e-02,2.400587578102371111e-01,2.993822705885749169e-01
2.669322709163341467e-01,7.013815090329436064e-01,4.117647058823529216e-01,5.962831158560696204e-02,6.036623215394164993e-02,2.951315900109308110e-02,6.610754810064134457e-02,2.145625577578240406e-01,2.006197912585927501e-01
7.011952191235056864e-01,7.545164718384703151e-02,2.352941176470588203e-01,8.100698563332014990e-02,9.761018001241464348e-02,5.157095210067546426e-02,1.106725867456010565e-01,1.624736210535027148e-01,1.692797143104564639e-01
1.643426294820709843e-01,6.280552603613178686e-01,9.019607843137255054e-01,2.377751416897324471e-02,2.374301675977653556e-02,8.604501247232264685e-03,2.351586910047689591e-02,2.397691066330119858e-01,3.620624244848474893e-01
6.065737051792822188e-01,1.689691817215731029e-01,7.058823529411765163e-01,5.114010807960985873e-03,1.132836747361887046e-02,5.353289049580985809e-03,1.101792468344022294e-02,4.957862650170342944e-02,4.202065146123108996e-01
2.898406374501991123e-01,6.450584484590858869e-01,7.843137254901960675e-01,3.695795439567681889e-02,4.841713221601489509e-02,2.135710081560581938e-02,5.410294359480348481e-02,9.512282589205665884e-02,9.958928004420600222e-02
