"";"MSETrain";"MSEValid"
"1";0,0646099913354014;0,0580285195743336
"2";0,0578732658835018;0,0565669564639821
"3";0,0573508887197457;0,0564494054457721
"4";0,0573124664905025;0,056441385605756
"5";0,0573108927408854;0,0564411926269531
"6";0,057311461205576;0,0564411432602826
"7";0,0573112697227328;0,0564410400390625
"8";0,0573111021752451;0,0564407169117647
"9";0,0573108448701746;0,0564404251996209
"10";0,0573105696135876;0,0564401110480813
"11";0,0573102524701287;0,0564397879207835
"12";0,0573098814721201;0,0564394872328814
"13";0,0573095703125;0,0564392179601333
"14";0,0573091993144914;0,0564389038085938
"15";0,0573088702033548;0,056438549266142
"16";0,0573085171568627;0,0564381812600529
"17";0,0573081461588542;0,0564378312054802
"18";0,0573078050800398;0,0564374497357537
"19";0,0573074101466759;0,0564370907054228
"20";0,0573070989870558;0,056436767578125
"21";0,057306775859758;0,0564364309871898
"22";0,0573064946193321;0,0564361841538373
"23";0,0573061475566789;0,0564358655144187
"24";0,0573057586071538;0,0564355064840878
"25";0,0573054235121783;0,0564351698931526
"26";0,0573051063687194;0,0564347839355469
"27";0,0573047413545496;0,0564343755385455
"28";0,0573043583888634;0,0564340748506434
"29";0,0573040472292433;0,0564337517233456
"30";0,0573036822150735;0,05643346898696
"31";0,0573032872817096;0,0564331099566291
"32";0,0573030000574449;0,0564327599020565
"33";0,0573026649624694;0,0564324143353631
"34";0,0573023059321385;0,0564320014504825
"35";0,0573019947725184;0,0564316962747013
"36";0,0573016237745098;0,0564313596837661
"37";0,0573013126148897;0,0564310096291935
"38";0,0573009775199142;0,056430695477654
"39";0,0573006484087776;0,0564303274715648
"40";0,0573002833946078;0,0564299953685087
"41";0,0572999004289216;0,0564296363381779
"42";0,0572995054955576;0,0564292503805722
"43";0,0572991644167433;0,0564289317411535
"44";0,0572987994025735;0,0564286265653722
"45";0,0572984224207261;0,0564283169017119
"46";0,0572980992934283;0,0564279668471392
"47";0,0572976983762255;0,0564276033289292
"48";0,0572973094267004;0,0564272263470818
"49";0,0572969743317249;0,0564268807803883
"50";0,0572966093175551;0,0564265037985409
"51";0,0572962263518689;0,0564261357924517
"52";0,0572958553538603;0,0564258081772748
"53";0,0572954245174632;0,0564254715863396
"54";0,0572950355679381;0,0564250856287339
"55";0,0572946645699295;0,0564246772317325
"56";0,0572942995557598;0,0564243137135225
"57";0,0572938507678462;0,056423999561983
"58";0,0572934498506434;0,056423636043773
"59";0,0572930489334406;0,0564232859892004
"60";0,0572927258061428;0,0564229269588695
"61";0,057292402678845;0,0564225095861098
"62";0,0572920616000306;0,056422150555779
"63";0,0572916427313113;0,0564217915254481
"64";0,0572912358302696;0,0564214235193589
"65";0,0572908349130668;0,0564210151223575
"66";0,0572904698988971;0,0564206291647518
"67";0,0572901348039216;0,0564202521829044
"68";0,0572897219190411;0,0564198527616613
"69";0,0572892970664828;0,0564195071949678
"70";0,05728889614928;0,0564191661161535
"71";0,0572885550704657;0,056418753231273
"72";0,0572881840724571;0,0564183942009421
"73";0,0572877412683824;0,0564180531221278
"74";0,0572874061734069;0,0564176222857307
"75";0,0572870531269148;0,0564172722311581
"76";0,0572866222905178;0,0564168952493107
"77";0,0572862393248315;0,0564164913401884
"78";0,0572858324237898;0,0564160964068244
"79";0,0572854434742647;0,056415719424977
"80";0,057285036573223;0,0564153514188879
"81";0,0572846954944087;0,056414960973403
"82";0,0572842586741728;0,0564145346248851
"83";0,0572838338216146;0,056414135203642
"84";0,0572834089690564;0,0564136684642119
"85";0,0572829721488205;0,0564132735308479
"86";0,0572826310700061;0,0564128337186926
"87";0,0572822062174479;0,0564124657126034
"88";0,057281769397212;0,0564120393640855
"89";0,0572812787224265;0,0564116040398093
"90";0,0572808837890625;0,0564112180822036
"91";0,0572805008233762;0,0564108051973231
"92";0,0572800460516238;0,0564103878245634
"93";0,0572796391505821;0,0564100287942325
"94";0,0572792442172181;0,056409714642693
"95";0,0572788672353707;0,0564092613669003
"96";0,0572783286898744;0,0564087766759536
"97";0,0572779158049939;0,0564083682789522
"98";0,0572775029201134;0,0564079284667969
"99";0,0572770002776501;0,0564075066061581
"100";0,0572765036190257;0,0564071251364315
"101";0,057276060814951;0,0564066898121553
"102";0,0572756539139093;0,0564062140969669
"103";0,0572752170936734;0,0564058101878447
"104";0,0572747922411152;0,0564053793514476
"105";0,0572744272269455;0,0564048946605009
"106";0,0572740562289369;0,05640453563017
"107";0,0572736134248621;0,0564040599149816
"108";0,0572731287339154;0,0564036335664637
"109";0,0572727457682292;0,0564031623391544
"110";0,057272320915671;0,0564027629179113
"111";0,0572718362247243;0,0564023500330308
"112";0,0572713994044884;0,056401928172392
"113";0,0572708668428309;0,0564014030905331
"114";0,0572703701842065;0,0564009183995864
"115";0,0572699393478094;0,0564004740995519
"116";0,0572695563821232;0,0563999894086052
"117";0,0572690058689491;0,056399486766142
"118";0,0572685271618413;0,056398993099437
"119";0,0572681082931219;0,0563985353357652
"120";0,0572676116344975;0,056398100011489
"121";0,0572671628465839;0,0563976287841797
"122";0,0572667140586703;0,056397175508387
"123";0,0572662114162071;0,0563966863295611
"124";0,0572656848383885;0,0563961702234605
"125";0,0572651821959252;0,0563956765567555
"126";0,0572647154564951;0,0563951918658088
"127";0,0572641410079657;0,05639477000517
"128";0,0572636682846967;0,0563942853142233
"129";0,0572631716260723;0,0563938095990349
"130";0,0572626450482537;0,0563933069565717
"131";0,0572621483896293;0,0563927863625919
"132";0,0572616517310049;0,0563922882080078
"133";0,057261137120864;0,0563917765897863
"134";0,0572606165268842;0,0563912604836857
"135";0,0572600899490656;0,056390775792739
"136";0,0572595753389246;0,0563902776381549
"137";0,0572590188419118;0,0563898019229664
"138";0,0572584084903493;0,056389357622932
"139";0,0572579237994026;0,0563888145895565
"140";0,0572573972215839;0,0563882939955767
"141";0,0572569125306373;0,0563877913531135
"142";0,0572563739851409;0,056387279734892
"143";0,0572559551164216;0,0563867142621209
"144";0,0572553507486979;0,0563862430348116
"145";0,0572547523648131;0,0563856551226448
"146";0,0572541958678002;0,0563850806741154
"147";0,0572536393707874;0,0563845959831687
"148";0,0572530948414522;0,0563840170467601
"149";0,057252592198989;0,0563835727467256
"150";0,0572521134918811;0,0563829758588006
"151";0,0572515091241575;0,0563824193617877
"152";0,0572509885301777;0,0563818673526539
"153";0,0572503781786152;0,056381306367762
"154";0,0572498156977635;0,0563807229434743
"155";0,0572492951037837;0,0563801395191866
"156";0,0572486847522212;0,0563796279009651
"157";0,0572481521905637;0,0563790399887983
"158";0,0572475597905178;0,0563785104190602
"159";0,0572469793581495;0,0563779314826517
"160";0,0572464288449755;0,0563773121553309
"161";0,0572458484126072;0,0563767197552849
"162";0,0572452081418505;0,0563761094037224
"163";0,0572446037741268;0,0563755573945887
"164";0,0572439994064032;0,056375005385455
"165";0,0572433531518076;0,0563743411793428
"166";0,0572426889456955;0,0563736994126264
"167";0,0572420606426164;0,0563731384277344
"168";0,0572414502910539;0,056372563979205
"169";0,0572409177293964;0,0563720388973461
"170";0,0572403612323836;0,0563714599609375
"171";0,057239637187883;0,0563707867790671
"172";0,0572389071595435;0,0563701988669003
"173";0,0572383027918199;0,0563695571001838
"174";0,0572376744887408;0,0563689063577091
"175";0,0572370521695006;0,0563682511273552
"176";0,0572363939472273;0,0563676228242762
"177";0,0572357177734375;0,0563670438878676
"178";0,0572350236481311;0,0563663437787224
"179";0,0572344432157629;0,0563656661089729
"180";0,0572337012197457;0,0563650602452895
"181";0,0572330310297947;0,0563644139906939
"182";0,0572323548560049;0,0563637049057904
"183";0,0572317145852482;0,0563630047966452
"184";0,0572310384114583;0,0563623316147748
"185";0,05723030239928;0,056361644969267
"186";0,0572296441770067;0,0563609987146714
"187";0,0572288961971507;0,0563603524600758
"188";0,0572282140395221;0,056359697229722
"189";0,0572275378657322;0,0563589746811811
"190";0,0572268317727482;0,0563582700841567
"191";0,0572261496151195;0,0563576103659237
"192";0,0572255272958793;0,0563569641113281
"193";0,0572247254614737;0,0563561921961167
"194";0,0572238996917126;0,0563554023293888
"195";0,0572231696633732;0,0563546663172105
"196";0,0572224635703891;0,0563539527444279
"197";0,0572217155905331;0,0563532257080078
"198";0,0572209855621936;0,0563525525261374
"199";0,0572201897116268;0,0563518434412339
"200";0,0572194177964154;0,0563510715260225
"201";0,0572187117034314;0,0563503040986903
"202";0,0572178081437653;0,0563495680865119
"203";0,0572170242608762;0,0563488634894876
"204";0,0572162643133425;0,056348051183364
"205";0,0572155043658088;0,0563473465863396
"206";0,0572146247414982;0,0563465791590073
"207";0,0572138109394148;0,0563458207074334
"208";0,0572130689433977;0,056345017377068
"209";0,057212267108992;0,056344160192153
"210";0,0572114533069087;0,0563434241799747
"211";0,0572106454886642;0,0563425849465763
"212";0,0572097718481924;0,056341750201057
"213";0,0572089341107537;0,0563409064797794
"214";0,0572081621955423;0,0563401480282054
"215";0,0572073424096201;0,0563393671372358
"216";0,0572065166398591;0,0563385323917165
"217";0,0572057088216146;0,0563377515007468
"218";0,0572048411649816;0,0563369616340188
"219";0,0572039914598652;0,0563361358642578
"220";0,0572032315123315;0,0563352786793428
"221";0,0572023100011489;0,0563343721277574
